,Regressor,Method,k,n_rep,EC,EC_scalar_sd,EC_vec_sd,EC_median,EC_min,EC_max,EC_1%,EC_5%,EC_25%,EC_50%,EC_75%,EC_95%,EC_99%,MAE,MAE_sd,MAPE,MAPE_sd,MSqE,MSqE_sd,RMSqE,RMSqE_sd,R2,R2_sd
10,Lasso-H,ratio-diff,5,50,0.07,0.01,0.1,0.02,0,1,0,0,0.01,0.02,0.06,0.3,0.76,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
11,Lasso-H,ratio-signed,5,50,0.88,0.02,0.18,0.95,-1,1,-0.27,0.5,0.89,0.95,0.98,1,1,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
12,Lasso-H,ratio-diff-signed,5,50,0.05,0.01,0.06,0.02,-1,1,-0.43,0,0.01,0.02,0.06,0.25,0.63,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
13,Lasso-H,intersection_union_sample,5,50,0.51,0.01,0.45,0.78,0,1,0,0,0,0.78,0.96,0.99,1,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
14,Lasso-H,intersection_union_all,5,50,0.35,NA,0,0.35,0.34,0.36,0.34,0.34,0.34,0.35,0.35,0.35,0.36,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
15,Lasso-H,negative_incon,5,50,0.3,0.01,0.68,0.78,-0.5,1,-0.5,-0.5,-0.48,0.78,0.96,0.99,1,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
16,Lasso-H,positive_incon,5,50,114.15,0.23,135.69,69.24,0,983.49,1.49,5.87,31.41,69.24,140.11,403.96,688.16,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
17,Lasso-H,intersection_union_distance,5,50,76.01,0.47,143.46,6.48,0,983.49,0,0.37,2.41,6.48,87.48,403.96,688.16,78.1,0.13,2.34,0.02,11850.79,23.39,108.86,0.11,0.63,0
18,Lasso,ratio,5,50,0.9,0.02,0.12,0.96,0,1,0.17,0.57,0.9,0.96,0.98,1,1,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
19,Lasso,ratio-diff,5,50,0.06,0.01,0.09,0.02,0,1,0,0,0.01,0.02,0.05,0.27,0.72,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
20,Lasso,ratio-signed,5,50,0.89,0.02,0.17,0.96,-1,1,-0.2,0.54,0.9,0.96,0.98,1,1,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
21,Lasso,ratio-diff-signed,5,50,0.05,0.01,0.06,0.02,-1,1,-0.32,0,0.01,0.02,0.05,0.23,0.59,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
22,Lasso,intersection_union_sample,5,50,0.52,0.01,0.46,0.81,0,1,0,0,0,0.81,0.96,1,1,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
23,Lasso,intersection_union_all,5,50,0.35,NA,0,0.35,0.34,0.37,0.34,0.34,0.35,0.35,0.35,0.35,0.36,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
24,Lasso,negative_incon,5,50,0.32,0.01,0.68,0.81,-0.5,1,-0.5,-0.5,-0.49,0.81,0.96,1,1,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
25,Lasso,positive_incon,5,50,114.23,0.21,138.26,68.37,0,1000.22,1.45,5.62,31.4,68.37,135.72,415.63,702.11,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
26,Lasso,intersection_union_distance,5,50,75.71,0.46,146.36,5.72,0,1000.22,0,0.3,2.09,5.72,80.55,415.63,702.11,78.15,0.12,2.26,0.01,11960.19,18.73,109.36,0.09,0.62,0
27,Ridge-H,ratio,5,50,0.9,0.02,0.13,0.95,0,1,0.15,0.54,0.89,0.95,0.98,1,1,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
28,Ridge-H,ratio-diff,5,50,0.07,0.01,0.1,0.02,0,1,0,0,0.01,0.02,0.06,0.3,0.74,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
29,Ridge-H,ratio-signed,5,50,0.88,0.02,0.18,0.95,-1,1,-0.27,0.51,0.89,0.95,0.98,1,1,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
30,Ridge-H,ratio-diff-signed,5,50,0.05,0.01,0.06,0.02,-1,1,-0.41,0,0.01,0.02,0.05,0.24,0.62,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
31,Ridge-H,intersection_union_sample,5,50,0.51,0.01,0.46,0.79,0,1,0,0,0,0.79,0.96,0.99,1,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
32,Ridge-H,intersection_union_all,5,50,0.35,NA,0,0.35,0.34,0.36,0.34,0.34,0.34,0.35,0.35,0.35,0.36,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
33,Ridge-H,negative_incon,5,50,0.3,0.01,0.68,0.79,-0.5,1,-0.5,-0.5,-0.48,0.79,0.96,0.99,1,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
34,Ridge-H,positive_incon,5,50,114.21,0.22,135.64,69.18,0,993.23,1.5,5.81,31.45,69.18,140.12,402.88,687.71,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
35,Ridge-H,intersection_union_distance,5,50,75.97,0.48,143.46,6.32,0,993.23,0,0.33,2.31,6.32,87.96,402.88,687.71,78.12,0.11,2.34,0.02,11853.75,24.97,108.87,0.11,0.63,0
36,Ridge,ratio,5,50,0.9,0.02,0.13,0.95,0,1,0.15,0.55,0.89,0.95,0.98,1,1,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
37,Ridge,ratio-diff,5,50,0.07,0.01,0.1,0.02,0,1,0,0,0.01,0.02,0.06,0.29,0.74,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
38,Ridge,ratio-signed,5,50,0.88,0.02,0.18,0.95,-1,1,-0.27,0.51,0.89,0.95,0.98,1,1,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
39,Ridge,ratio-diff-signed,5,50,0.05,0.01,0.06,0.02,-1,1,-0.41,0,0.01,0.02,0.05,0.24,0.62,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
40,Ridge,intersection_union_sample,5,50,0.51,0.01,0.46,0.79,0,1,0,0,0,0.79,0.96,0.99,1,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
41,Ridge,intersection_union_all,5,50,0.35,NA,0,0.35,0.34,0.36,0.34,0.34,0.34,0.35,0.35,0.35,0.36,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
42,Ridge,negative_incon,5,50,0.3,0.01,0.68,0.79,-0.5,1,-0.5,-0.5,-0.48,0.79,0.96,0.99,1,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
43,Ridge,positive_incon,5,50,114.22,0.22,135.62,69.18,0,993.19,1.5,5.81,31.46,69.18,140.15,402.84,687.62,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
44,Ridge,intersection_union_distance,5,50,75.96,0.48,143.44,6.3,0,993.19,0,0.33,2.3,6.3,88.01,402.84,687.62,78.12,0.11,2.34,0.02,11853.63,24.92,108.87,0.11,0.63,0
45,RF-H,ratio,5,50,0.71,0.05,0.15,0.79,0,1,0.04,0.18,0.58,0.79,0.91,0.99,1,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
46,RF-H,ratio-diff,5,50,0.2,0.03,0.13,0.12,0,1,0,0,0.05,0.12,0.26,0.7,0.93,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
47,RF-H,ratio-signed,5,50,0.66,0.06,0.25,0.78,-1,1,-0.74,-0.14,0.56,0.78,0.91,0.99,1,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
48,RF-H,ratio-diff-signed,5,50,0.13,0.02,0.08,0.1,-1,1,-0.85,-0.25,0.03,0.1,0.22,0.59,0.87,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
49,RF-H,intersection_union_sample,5,50,0.39,0.03,0.37,0.32,0,1,0,0,0,0.32,0.81,0.97,1,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
50,RF-H,intersection_union_all,5,50,0.28,NA,0.01,0.28,0.27,0.35,0.27,0.27,0.28,0.28,0.28,0.28,0.34,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
51,RF-H,negative_incon,5,50,0.21,0.03,0.55,0.32,-0.5,1,-0.5,-0.49,-0.43,0.32,0.81,0.97,1,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
52,RF-H,positive_incon,5,50,72.95,0.56,93.93,38.88,0,816.14,0.38,1.6,12.3,38.88,91.35,278.53,458.11,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
53,RF-H,intersection_union_distance,5,50,57.21,1.31,94.72,15.98,0,816.14,0,0.36,4.19,15.98,62.9,273.13,457.41,50.76,0.24,0.61,0.01,5689.36,67.93,75.43,0.45,0.82,0
54,RF,ratio,5,50,0.68,0.05,0.15,0.75,0,1,0.03,0.14,0.52,0.75,0.9,0.99,1,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
55,RF,ratio-diff,5,50,0.22,0.04,0.13,0.14,0,1,0,0.01,0.05,0.14,0.31,0.76,0.95,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
56,RF,ratio-signed,5,50,0.62,0.06,0.25,0.74,-1,1,-0.77,-0.23,0.49,0.74,0.89,0.99,1,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
57,RF,ratio-diff-signed,5,50,0.14,0.02,0.08,0.11,-1,1,-0.89,-0.4,0.03,0.11,0.25,0.64,0.9,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
58,RF,intersection_union_sample,5,50,0.37,0.03,0.35,0.23,0,1,0,0,0,0.23,0.78,0.97,1,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
59,RF,intersection_union_all,5,50,0.28,NA,0.01,0.28,0.26,0.36,0.27,0.27,0.27,0.28,0.28,0.28,0.35,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
60,RF,negative_incon,5,50,0.19,0.03,0.53,0.23,-0.5,1,-0.5,-0.49,-0.42,0.23,0.78,0.97,1,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
61,RF,positive_incon,5,50,71.12,0.63,92.97,36.73,0,852.08,0.34,1.6,11.83,36.73,89.57,270.13,460.96,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
62,RF,intersection_union_distance,5,50,56.69,1.51,92.79,17.59,0,852.08,0,0.44,4.85,17.59,62.26,262.93,459.93,50.17,0.27,0.58,0.01,5752.94,83.94,75.85,0.55,0.82,0
63,Knn-H,ratio,5,50,0.73,0.05,0.15,0.81,0,1,0.04,0.18,0.6,0.81,0.93,1,1,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
64,Knn-H,ratio-diff,5,50,0.19,0.03,0.13,0.1,0,1,0,0,0.04,0.1,0.25,0.7,0.93,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
65,Knn-H,ratio-signed,5,50,0.68,0.05,0.23,0.81,-1,1,-0.72,-0.11,0.58,0.81,0.93,1,1,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
66,Knn-H,ratio-diff-signed,5,50,0.12,0.02,0.08,0.08,-1,1,-0.86,-0.24,0.02,0.08,0.21,0.58,0.87,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
67,Knn-H,intersection_union_sample,5,50,0.41,0.03,0.37,0.39,0,1,0,0,0,0.39,0.84,0.98,1,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
68,Knn-H,intersection_union_all,5,50,0.26,NA,0.01,0.26,0.24,0.32,0.25,0.25,0.25,0.26,0.26,0.26,0.31,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
69,Knn-H,negative_incon,5,50,0.23,0.03,0.56,0.39,-0.5,1,-0.5,-0.49,-0.44,0.39,0.84,0.98,1,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
70,Knn-H,positive_incon,5,50,87.05,0.68,115.36,45.01,0,1032.75,0.54,2.46,14.15,45.01,106.82,337.88,581.84,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
71,Knn-H,intersection_union_distance,5,50,69.71,1.46,118.22,17.56,0,1032.75,0,0.31,4.17,17.56,76.25,336.46,581.84,59.09,0.36,0.72,0.01,7651.71,101.31,87.47,0.58,0.76,0
72,Knn,ratio,5,50,0.7,0.05,0.14,0.77,0,1,0.02,0.13,0.51,0.77,0.94,1,1,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
73,Knn,ratio-diff,5,50,0.22,0.04,0.12,0.13,0,1,0,0,0.03,0.13,0.32,0.78,0.96,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
74,Knn,ratio-signed,5,50,0.63,0.06,0.23,0.76,-1,1,-0.79,-0.28,0.47,0.76,0.94,1,1,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
75,Knn,ratio-diff-signed,5,50,0.13,0.02,0.11,0.09,-1,1,-0.88,-0.42,0,0.09,0.25,0.65,0.89,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
76,Knn,intersection_union_sample,5,50,0.38,0.03,0.34,0.21,0,1,0,0,0,0.21,0.8,1,1,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
77,Knn,intersection_union_all,5,50,0.28,NA,0.01,0.28,0.27,0.38,0.27,0.27,0.28,0.28,0.28,0.29,0.37,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
78,Knn,negative_incon,5,50,0.2,0.03,0.52,0.21,-0.5,1,-0.5,-0.5,-0.42,0.21,0.8,1,1,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
79,Knn,positive_incon,5,50,88.73,0.85,112.18,48.4,0,1224.4,0.4,2,14.6,48.4,114.6,333,558,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
80,Knn,intersection_union_distance,5,50,70.91,2.13,112.59,23.4,0,1224.4,0,0,4.8,23.4,81.6,326.2,558,63.37,0.5,0.67,0.01,8870.13,149.31,94.18,0.79,0.72,0
81,SVR-H,ratio,5,50,0.88,0.02,0.13,0.94,0,1,0.12,0.49,0.86,0.94,0.98,1,1,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
82,SVR-H,ratio-diff,5,50,0.08,0.01,0.1,0.03,0,1,0,0,0.01,0.03,0.07,0.34,0.78,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
83,SVR-H,ratio-signed,5,50,0.86,0.03,0.18,0.94,-1,1,-0.31,0.44,0.86,0.94,0.98,1,1,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
84,SVR-H,ratio-diff-signed,5,50,0.06,0.01,0.06,0.03,-1,1,-0.5,0,0.01,0.03,0.07,0.28,0.66,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
85,SVR-H,intersection_union_sample,5,50,0.45,0.01,0.45,0.3,0,1,0,0,0,0.3,0.94,0.99,1,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
86,SVR-H,intersection_union_all,5,50,0.29,NA,0,0.29,0.28,0.31,0.28,0.28,0.29,0.29,0.29,0.3,0.3,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
87,SVR-H,negative_incon,5,50,0.23,0.01,0.68,0.3,-0.5,1,-0.5,-0.5,-0.49,0.3,0.94,0.99,1,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
88,SVR-H,positive_incon,5,50,115.61,0.32,147.42,63.25,0,1088.54,1.36,5.26,27.4,63.25,138.85,439.99,732.44,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
89,SVR-H,intersection_union_distance,5,50,83.58,0.74,153.67,9.4,0,1088.54,0,0.4,2.79,9.4,93.6,439.99,732.44,75.88,0.09,1.92,0.02,12352.87,37.54,111.14,0.17,0.61,0
90,SVR,ratio,5,50,0.93,0.01,0.1,0.97,0,1,0.26,0.69,0.93,0.97,0.99,1,1,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
91,SVR,ratio-diff,5,50,0.04,0.01,0.08,0.02,0,1,0,0,0.01,0.02,0.04,0.18,0.58,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
92,SVR,ratio-signed,5,50,0.92,0.02,0.14,0.97,-1,1,0.05,0.68,0.93,0.97,0.99,1,1,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
93,SVR,ratio-diff-signed,5,50,0.04,0.01,0.05,0.01,-1,1,0,0,0,0.01,0.04,0.16,0.47,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
94,SVR,intersection_union_sample,5,50,0.47,0.01,0.46,0.35,0,1,0,0,0,0.35,0.96,0.99,1,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
95,SVR,intersection_union_all,5,50,0.15,NA,0,0.15,0.14,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.15,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
96,SVR,negative_incon,5,50,0.23,0.01,0.7,0.35,-0.5,1,-0.5,-0.5,-0.49,0.35,0.96,0.99,1,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
97,SVR,positive_incon,5,50,158.64,0.43,227.71,64.15,0,1460.06,1.49,6.13,31.35,64.15,170.14,669.87,1076.28,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
98,SVR,intersection_union_distance,5,50,136.35,0.63,238.55,5.79,0,1460.06,0,0.24,1.67,5.79,170.14,669.87,1076.28,91.53,0.13,1.85,0.02,20449.88,113.93,143,0.4,0.35,0
